iter	RMSE
671	3.267271531
672	3.264930839
673	3.264627755
674	3.264184694
675	3.261883855
676	3.261544485
677	3.258098838
678	3.256028684
679	3.253422514
680	3.252157774
681	3.250360547
682	3.249311102
683	3.247890224
684	3.246700031
685	3.245347873
686	3.245054682
687	3.243268206
688	3.242944033
689	3.242057343
690	3.240632694
691	3.239279608
692	3.2373593
693	3.235994986
694	3.235042376
695	3.232673958
696	3.229423136
697	3.227765212
698	3.226026525
699	3.22560815
700	3.223797155
701	3.222144463
702	3.221233941
703	3.220128361
704	3.219064607
705	3.218437309
706	3.217584614
707	3.214585741
708	3.212780366
709	3.211663332
710	3.209382776
711	3.2090789
712	3.207449482
713	3.207044645
714	3.206147037
715	3.206102898
716	3.205918167
717	3.204337696
718	3.203127334
719	3.202649031
720	3.200162191
721	3.198735019
722	3.197547133
723	3.196932595
724	3.194632847
725	3.194153254
726	3.193034631
727	3.190949249
728	3.189998518
729	3.189070286
730	3.188465954
731	3.186747654
732	3.185634226
733	3.18393653
734	3.183113393
735	3.182717768
736	3.182070557
737	3.181018036
738	3.180040427
739	3.17874567
740	3.175391014
741	3.174262042
742	3.173150539
743	3.170563563
744	3.169665889
745	3.167941734
746	3.166241952
747	3.164395415
748	3.163267318
749	3.16165537
750	3.157278407
751	3.155894149
752	3.155254599
753	3.154842453
754	3.152893873
755	3.151797627
756	3.150643264
757	3.148245677
758	3.146589268
759	3.145343954
760	3.14402455
761	3.142400823
762	3.14128625
763	3.139431605
764	3.138945759
765	3.136661699
766	3.135486549
767	3.134140215
768	3.133765043
769	3.133126629
770	3.131765689
771	3.130913851
772	3.130433858
773	3.12821643
774	3.126886806
775	3.126007051
776	3.124863621
777	3.124337482
778	3.122651527
779	3.120263358
780	3.119065715
781	3.115980842
782	3.115554046
783	3.114571626
784	3.112407861
785	3.112136001
786	3.110726685
787	3.109478675
788	3.107039382
789	3.103922887
790	3.103276191
791	3.102416892
792	3.101162222
793	3.100233543
794	3.099404854
795	3.096684264
796	3.096450678
797	3.093893738
798	3.093653915
799	3.093499584
800	3.092455945
801	3.091399603
802	3.090052024
803	3.089731118
804	3.088026704
805	3.08729823
806	3.086005755
807	3.084650088
808	3.083875918
809	3.082292339
810	3.082050064
811	3.080048075
812	3.079029957
813	3.077254022
814	3.075121164
815	3.074313329
816	3.073278355
817	3.071817188
818	3.070606717
819	3.069933919
820	3.068694889
821	3.067546729
822	3.066338031
823	3.065701283
824	3.064826166
825	3.064175072
826	3.060364495
827	3.059905348
828	3.059093114
829	3.058818795
830	3.057913966
831	3.055933419
832	3.055203396
833	3.054650145
834	3.053728535
835	3.053359513
836	3.05273269
837	3.051538137
838	3.050897132
839	3.048340336
840	3.046708656
841	3.046498596
842	3.045342617
843	3.042950491
844	3.042667555
845	3.040962401
846	3.0389636
847	3.038613755
848	3.037909672
849	3.037671346
850	3.037002818
851	3.03677889
852	3.033726003
853	3.033235222
854	3.031982268
855	3.031511465
856	3.030140106
857	3.029218493
858	3.028215455
859	3.027592987
860	3.025703572
861	3.025126734
862	3.024581916
863	3.023552796
864	3.021089615
865	3.018629784
866	3.017831774
867	3.016266743
868	3.015595866
869	3.013695529
870	3.013123502
871	3.012340556
872	3.011428635
873	3.011153082
874	3.010878468
875	3.010492137
876	3.00935276
877	3.0080259
878	3.007410904
879	3.000802127
880	3.000139639
881	2.999640177
882	2.998546674
883	2.995027864
884	2.993481654
885	2.993292721
886	2.992984878
887	2.990992466
888	2.989108442
889	2.987774504
890	2.987530624
891	2.987178359
892	2.986545823
893	2.985486125
894	2.984627905
895	2.983894662
896	2.983317877
897	2.981627026
898	2.980843092
899	2.978431538
900	2.977873514
901	2.976750079
902	2.975534988
903	2.973584364
904	2.970648031
905	2.968793181
906	2.966023828
907	2.965724239
908	2.965103393
909	2.96409386
910	2.962322753
911	2.961243456
912	2.959839383
913	2.959100722
914	2.95671638
915	2.956501153
916	2.955047791
917	2.952412513
918	2.951513225
919	2.948563663
920	2.946299394
921	2.944815637
922	2.944351287
923	2.942053378
924	2.941664605
925	2.940703136
926	2.938002452
927	2.937016895
928	2.935836091
929	2.935581316
930	2.934868902
931	2.932841514
932	2.931960884
933	2.931346684
934	2.931010392
935	2.9300184
936	2.929399545
937	2.928892694
938	2.928655889
939	2.926836515
940	2.926658173
941	2.925057167
942	2.924327951
943	2.922769767
944	2.921730943
945	2.919317374
946	2.917850817
947	2.917243861
948	2.916541941
949	2.915424895
950	2.914754448
951	2.914043618
952	2.910947584
953	2.910470772
954	2.908589649
955	2.904664711
956	2.902013354
957	2.90065528
958	2.897996006
959	2.896863583
960	2.896269212
961	2.895577183
962	2.894921058
963	2.892842628
964	2.891714329
965	2.890108601
966	2.889451945
967	2.889163138
968	2.889011347
969	2.888781386
970	2.886712982
971	2.885862279
972	2.885177664
973	2.884972378
974	2.883300487
975	2.881270948
976	2.87976461
977	2.877676111
978	2.877293968
979	2.874289095
980	2.874200714
981	2.873698502
982	2.873518173
983	2.872134458
984	2.871958633
985	2.869719224
986	2.869157329
987	2.868125089
988	2.867714278
989	2.86697581
990	2.865486475
991	2.865403874
992	2.862626827
993	2.860677471
994	2.860016558
995	2.859804042
996	2.859458961
997	2.858206573
998	2.857520836
999	2.856822548
