Company_Rating,Salary,Skills,Seniority,Job_type,Salary_Source,Location
3.9,900000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Noida
4.0,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.5,400000,"['Python', 'SQL', 'Data_Analysis']",Junior_Associate,Data_Scientist,Employer,Gurgaon
3.6,700000,"['Python', 'R', 'SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.7,400000,"['Python', 'R', 'Data_Analysis', 'Statistics']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,276000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,India
3.6,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.6,700000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.4,400000,"['Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Ahmedabad
4.5,800000,['Data_Analysis'],Intern,Data_Scientist,Employer,Bengaluru
2.9,700000,['Statistics'],Intern,Data_Scientist,Glassdoor,Mumbai
3.9,1000000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.7,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.1,900000,['Data_Analysis'],Intern,Data_Scientist,Employer,Bengaluru
3.2,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Analyst,Glassdoor,Pune
3.7,1500000,['Statistics'],Intern,Data_Scientist,Glassdoor,Pune
4.0,500000,"['Machine_Learning', 'Deep_Learning', 'NLP', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.8,800000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
3.9,2400000,"['Python', 'Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Pune
4.1,500000,"['Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Glassdoor,Ahmedabad
4.4,1000000,['NLP'],Intern,Data_Scientist,Glassdoor,India
3.7,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Gurgaon
3.7,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,India
3.7,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,India
3.9,800000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Other
3.8,600000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Hyderabad
4.3,500000,"['Python', 'Machine_Learning', 'Deep_Learning', 'NLP', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Mumbai
4.1,800000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,Data_Analyst,Glassdoor,Bengaluru
3.7,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
3.4,700000,"['Python', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Mumbai
3.9,600000,"['Python', 'TensorFlow', 'PyTorch', 'Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Employer,India
3.9,700000,"['Python', 'R', 'SQL', 'Machine_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.1,900000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Hyderabad
3.6,800000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Bengaluru
3.4,600000,['Statistics'],Senior,Data_Scientist,Glassdoor,Bengaluru
4.5,800000,"['Statistics', 'Machine_Learning']",Senior,ML_Engineer,Glassdoor,Pune
4.2,200000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Analyst,Glassdoor,Gurgaon
3.5,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.2,800000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Other
3.8,600000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Bengaluru
4.2,520000,"['Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Employer,Remote
3.9,360000,"['R', 'Machine_Learning', 'NLP']",Intern,Data_Scientist,Employer,Other
3.9,1000000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Data_Analysis', 'Machine_Learning', 'Deep_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.1,500000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.6,800000,['R'],Junior_Associate,Data_Scientist,Glassdoor,Ahmedabad
4.5,600000,"['Machine_Learning', 'Python', 'SQL']",Staff_Principal,Data_Scientist,Glassdoor,Hyderabad
3.7,2300000,"['SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Bengaluru
4.2,2200000,"['Machine_Learning', 'Cloud_Platforms']",Lead_Manager,Data_Scientist,Employer,Bengaluru
4.0,900000,"['Machine_Learning', 'Python', 'SQL']",Staff_Principal,Data_Scientist,Glassdoor,Pune
3.2,300000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Other
4.1,200000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.7,400000,"['Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Pune
4.3,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
4.0,600000,"['NLP', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Hyderabad
2.1,500000,['Machine_Learning'],Senior,Data_Scientist,Glassdoor,Bengaluru
3.9,500000,"['Data_Analysis', 'Statistics']",Junior_Associate,Data_Scientist,Glassdoor,Hyderabad
2.9,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.1,600000,['AI'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
5.0,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
3.9,2400000,"['Python', 'Machine_Learning', 'Cloud_Platforms']",Staff_Principal,Data_Scientist,Glassdoor,India
3.9,1200000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
4.5,120000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Bengaluru
3.9,400000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Hyderabad
3.9,120000,['Machine_Learning'],Intern,ML_Engineer,Glassdoor,Other
4.1,700000,"['Statistics', 'Machine_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,900000,"['NLP', 'AI', 'Cloud_Platforms']",Lead_Manager,Data_Scientist,Glassdoor,Pune
3.9,1000000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.1,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Gurgaon
1.0,3800000,"['Machine_Learning', 'AI']",Lead_Manager,ML_Engineer,Employer,Bengaluru
4.2,400000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.2,800000,"['Statistics', 'Machine_Learning']",Lead_Manager,Data_Scientist,Glassdoor,Bengaluru
4.1,700000,"['SQL', 'Data_Analysis', 'Cloud_Platforms']",Intern,ML_Engineer,Glassdoor,Chennai
3.9,2500000,"['Python', 'SQL', 'Data_Analysis', 'Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Lead_Manager,Data_Scientist,Employer,Chennai
3.6,700000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.1,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
4.0,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Hyderabad
4.2,1500000,"['Data_Analysis', 'Machine_Learning']",Senior,Data_Scientist,Employer,Other
3.9,77000,['AI'],Intern,ML_Engineer,Employer,Remote
3.8,800000,"['TensorFlow', 'PyTorch', 'Machine_Learning', 'NLP']",Intern,ML_Engineer,Glassdoor,Chennai
4.1,900000,"['Machine_Learning', 'Deep_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.6,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
4.2,600000,['SQL'],Junior_Associate,Data_Analyst,Glassdoor,Pune
3.7,1000000,"['Statistics', 'Machine_Learning', 'Deep_Learning']",Junior_Associate,Data_Scientist,Glassdoor,Bengaluru
4.0,500000,"['Python', 'R', 'SQL', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Gurgaon
3.9,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.9,400000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Ahmedabad
3.4,700000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,Data_Scientist,Glassdoor,Bengaluru
3.6,800000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,900000,['Data_Analysis'],Intern,Data_Scientist,Glassdoor,Other
3.9,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Mumbai
3.9,1300000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning', 'NLP', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Gurgaon
4.1,700000,"['Statistics', 'Machine_Learning']",Intern,ML_Engineer,Glassdoor,Bengaluru
4.2,800000,['AI'],Senior,ML_Engineer,Glassdoor,Pune
3.4,900000,"['Data_Analysis', 'Machine_Learning']",Junior_Associate,Data_Scientist,Glassdoor,Bengaluru
3.4,1140000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,ML_Engineer,Employer,Remote
4.4,700000,"['Statistics', 'Machine_Learning']",Lead_Manager,Data_Scientist,Glassdoor,Hyderabad
3.7,1000000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.6,600000,['R'],Senior,Data_Scientist,Glassdoor,Ahmedabad
3.7,1000000,['Statistics'],Intern,Data_Scientist,Glassdoor,Mumbai
4.4,3000000,"['Python', 'TensorFlow', 'PyTorch', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Senior,ML_Engineer,Employer,Remote
3.7,200000,"['Data_Analysis', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,ML_Engineer,Glassdoor,Other
3.9,1000000,"['Machine_Learning', 'Deep_Learning', 'AI']",Intern,Data_Scientist,Employer,India
3.9,700000,['Machine_Learning'],Intern,ML_Engineer,Employer,India
3.8,2000000,"['Python', 'SQL', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Senior,Data_Scientist,Employer,Other
4.4,400000,"['Python', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Ahmedabad
4.1,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Bengaluru
4.4,1000000,['Machine_Learning'],Senior,Data_Scientist,Glassdoor,India
4.0,300000,"['Data_Analysis', 'Machine_Learning']",Lead_Manager,Data_Scientist,Glassdoor,Ahmedabad
3.7,1000000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.2,96000,"['Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Glassdoor,India
4.3,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
4.2,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.6,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,900000,['Statistics'],Intern,Data_Scientist,Glassdoor,Hyderabad
3.4,800000,"['Python', 'TensorFlow', 'PyTorch', 'Machine_Learning', 'AI']",Intern,ML_Engineer,Glassdoor,Remote
3.7,1000000,"['Data_Analysis', 'Machine_Learning']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.8,600000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Pune
3.6,300000,"['Machine_Learning', 'Python', 'SQL']",Staff_Principal,Data_Scientist,Glassdoor,Chennai
3.5,900000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.2,300000,"['Statistics', 'Machine_Learning']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.8,700000,['Statistics'],Lead_Manager,Data_Scientist,Glassdoor,Other
3.9,900000,"['Machine_Learning', 'Python', 'SQL']",Staff_Principal,ML_Engineer,Glassdoor,Gurgaon
3.9,5300000,"['Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Senior,Data_Scientist,Employer,India
3.7,800000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Pune
3.8,600000,"['Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Pune
3.9,18000,"['Python', 'Statistics', 'Machine_Learning']",Intern,ML_Engineer,Glassdoor,India
4.1,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,Bengaluru
3.7,1000000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,Data_Analyst,Glassdoor,Bengaluru
4.2,300000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Hyderabad
3.6,800000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,ML_Engineer,Glassdoor,India
3.3,300000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,Data_Scientist,Employer,Remote
3.4,480000,"['Python', 'Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Employer,India
3.4,900000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,Data_Scientist,Glassdoor,Gurgaon
4.1,500000,"['Data_Analysis', 'Machine_Learning']",Junior_Associate,Data_Scientist,Glassdoor,Gurgaon
3.9,1600000,"['Machine_Learning', 'AI']",Senior,Data_Scientist,Employer,Pune
3.9,800000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,ML_Engineer,Glassdoor,Bengaluru
3.8,700000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,Bengaluru
4.3,400000,"['Python', 'R', 'SQL', 'Statistics']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.6,600000,"['Python', 'R', 'SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,2800000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Employer,Bengaluru
4.3,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,India
3.6,800000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.9,900000,['Machine_Learning'],Intern,ML_Engineer,Employer,India
3.9,1200000,"['Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Employer,India
4.8,900000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Noida
3.9,792000,['Cloud_Platforms'],Intern,ML_Engineer,Employer,Other
5.0,300000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Noida
4.1,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
4.0,700000,['Machine_Learning'],Intern,ML_Engineer,Glassdoor,Chennai
4.2,400000,['R'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.9,1000000,"['Machine_Learning', 'NLP', 'AI']",Senior,Data_Scientist,Employer,Noida
4.1,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Hyderabad
3.6,900000,['Statistics'],Intern,Data_Scientist,Glassdoor,Pune
3.7,800000,['Data_Analysis'],Staff_Principal,Data_Scientist,Glassdoor,Bengaluru
3.9,1100000,"['Machine_Learning', 'AI']",Intern,ML_Engineer,Employer,Gurgaon
3.9,3700000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,Noida
3.5,400000,"['Statistics', 'Machine_Learning']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.9,700000,"['Python', 'R', 'SQL', 'TensorFlow', 'PyTorch', 'Data_Analysis', 'Machine_Learning', 'Deep_Learning', 'Cloud_Platforms']",Intern,ML_Engineer,Employer,India
3.9,1400000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Employer,Hyderabad
4.0,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
4.6,600000,"['TensorFlow', 'PyTorch', 'Machine_Learning', 'AI']",Intern,ML_Engineer,Employer,Bengaluru
3.0,1500000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
4.0,1000000,"['Python', 'R', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Other
3.6,600000,"['Machine_Learning', 'Python', 'SQL']",Staff_Principal,Data_Scientist,Glassdoor,Chennai
3.9,400000,"['Python', 'Machine_Learning', 'AI', 'Cloud_Platforms']",Intern,ML_Engineer,Glassdoor,Pune
4.1,600000,['Machine_Learning'],Senior,Data_Scientist,Glassdoor,Hyderabad
3.9,2500000,"['Python', 'TensorFlow', 'PyTorch', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Senior,Data_Scientist,Employer,Pune
3.9,100000,"['Machine_Learning', 'AI', 'Cloud_Platforms']",Intern,ML_Engineer,Employer,Remote
3.6,600000,"['Python', 'Machine_Learning', 'AI']",Intern,ML_Engineer,Glassdoor,Bengaluru
4.4,900000,"['Python', 'R', 'SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Analyst,Glassdoor,Remote
4.8,1200000,"['Python', 'TensorFlow', 'Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Glassdoor,Remote
3.6,300000,"['Machine_Learning', 'AI']",Junior_Associate,ML_Engineer,Glassdoor,Bengaluru
3.8,800000,"['Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.7,300000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Mumbai
4.2,400000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,Data_Scientist,Glassdoor,Bengaluru
3.9,2400000,['Machine_Learning'],Intern,ML_Engineer,Employer,Noida
4.3,1000000,['Machine_Learning'],Senior,Data_Scientist,Glassdoor,Bengaluru
3.8,300000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,ML_Engineer,Employer,India
3.6,600000,"['Python', 'Machine_Learning']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.1,800000,"['Machine_Learning', 'Python', 'SQL']",Staff_Principal,Data_Scientist,Glassdoor,Bengaluru
3.8,800000,"['Machine_Learning', 'AI']",Senior,Data_Scientist,Glassdoor,Noida
3.9,600000,['Machine_Learning'],Intern,ML_Engineer,Employer,India
3.9,900000,['Machine_Learning'],Intern,Data_Scientist,Employer,Other
4.0,120000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Employer,Other
4.4,800000,['Statistics'],Senior,Data_Scientist,Glassdoor,Chennai
4.1,240000,"['Python', 'R', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Junior_Associate,ML_Engineer,Employer,Other
3.5,93000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Hyderabad
3.8,7000000,"['Python', 'R', 'Machine_Learning', 'Deep_Learning', 'AI']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.9,216000,['Machine_Learning'],Intern,ML_Engineer,Employer,Chennai
3.9,900000,"['Machine_Learning', 'NLP']",Intern,ML_Engineer,Employer,Remote
3.9,1200000,"['Statistics', 'AI']",Senior,Data_Scientist,Employer,Gurgaon
3.1,1600000,"['Data_Analysis', 'Statistics']",Intern,Data_Scientist,Glassdoor,Mumbai
4.0,600000,"['Machine_Learning', 'NLP', 'AI']",Intern,Data_Scientist,Glassdoor,Other
3.0,400000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Pune
4.1,300000,['Python'],Intern,Data_Analyst,Glassdoor,Pune
3.6,600000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.4,400000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Ahmedabad
3.8,1000000,"['Python', 'PyTorch', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Chennai
3.6,700000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Pune
3.9,492000,['Data_Analysis'],Intern,Data_Analyst,Employer,Other
3.9,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,300000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Machine_Learning', 'NLP']",Intern,Data_Scientist,Employer,Other
3.4,660000,"['Python', 'Machine_Learning', 'Cloud_Platforms']",Intern,ML_Engineer,Employer,Remote
3.5,800000,"['Statistics', 'Machine_Learning']",Senior,Data_Scientist,Glassdoor,Chennai
3.9,600000,"['Python', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Senior,Data_Scientist,Glassdoor,Hyderabad
3.7,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Mumbai
2.8,600000,['Machine_Learning'],Intern,ML_Engineer,Employer,India
3.4,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Noida
4.3,600000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,India
3.6,700000,"['Machine_Learning', 'Deep_Learning', 'AI', 'Cloud_Platforms']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.9,720000,"['Python', 'Machine_Learning', 'NLP']",Intern,ML_Engineer,Employer,Remote
4.2,800000,"['Python', 'AI']",Senior,ML_Engineer,Glassdoor,Bengaluru
4.4,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Remote
4.3,500000,"['Python', 'R', 'Machine_Learning']",Intern,ML_Engineer,Glassdoor,Gurgaon
4.5,800000,"['Statistics', 'Machine_Learning']",Senior,ML_Engineer,Glassdoor,Pune
3.6,500000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Staff_Principal,Data_Scientist,Glassdoor,Hyderabad
3.9,900000,"['Python', 'SQL', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Noida
3.4,960000,"['PyTorch', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,ML_Engineer,Employer,Remote
3.9,1200000,"['Python', 'SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Other
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Gurgaon
4.6,50000,"['TensorFlow', 'Machine_Learning']",Intern,ML_Engineer,Glassdoor,India
3.7,600000,"['SQL', 'Cloud_Platforms']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.7,300000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Other
4.3,8000000,"['Python', 'R']",Intern,ML_Engineer,Glassdoor,Remote
3.9,180000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Intern,ML_Engineer,Employer,Remote
3.6,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Gurgaon
3.5,600000,['Statistics'],Senior,Data_Scientist,Glassdoor,Hyderabad
4.1,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.9,1500000,"['Python', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning', 'Deep_Learning']",Senior,Data_Scientist,Employer,Gurgaon
4.1,120000,['AI'],Intern,ML_Engineer,Glassdoor,Gurgaon
3.9,900000,['Machine_Learning'],Senior,Data_Scientist,Glassdoor,Bengaluru
5.0,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,600000,"['Python', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Senior,Data_Scientist,Glassdoor,Hyderabad
4.1,1000000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.6,400000,['Machine_Learning'],Lead_Manager,Data_Scientist,Glassdoor,Bengaluru
4.0,1200000,['Cloud_Platforms'],Senior,Data_Scientist,Glassdoor,India
3.9,500000,['Data_Analysis'],Intern,Data_Scientist,Glassdoor,Chennai
3.7,600000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,Hyderabad
3.8,600000,['Statistics'],Senior,Data_Scientist,Glassdoor,Bengaluru
4.2,2000000,"['Python', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning', 'AI']",Intern,ML_Engineer,Employer,Bengaluru
3.8,600000,['NLP'],Intern,Data_Scientist,Glassdoor,Gurgaon
4.1,600000,['Machine_Learning'],Intern,ML_Engineer,Glassdoor,Bengaluru
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Chennai
