Company_Rating,Salary,Skills,Seniority,Job_type,Salary_Source,Location
3.8,700000,"['Python', 'R', 'SQL']",Intern,Data_Scientist,Employer,Other
3.9,60000,['Machine_Learning'],Intern,Data_Scientist,Employer,India
3.9,1164000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Analyst,Employer,Bengaluru
3.8,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.1,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
3.5,600000,"['Python', 'Machine_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.8,700000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.4,900000,['Machine_Learning'],Intern,Data_Scientist,Employer,Pune
3.8,400000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Other
4.3,1200000,"['Python', 'R', 'Machine_Learning', 'NLP']",Senior,Data_Scientist,Glassdoor,Remote
3.4,700000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,Data_Scientist,Glassdoor,Gurgaon
4.0,1000000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Pune
3.9,1000000,"['Python', 'Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Intern,ML_Engineer,Employer,Bengaluru
3.8,700000,"['Machine_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,500000,"['Python', 'SQL', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.5,1200000,"['Python', 'R', 'SQL', 'Statistics', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Bengaluru
2.7,400000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Pune
3.7,1200000,['Data_Analysis'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.7,600000,"['Machine_Learning', 'Python', 'SQL']",Staff_Principal,Data_Scientist,Glassdoor,Bengaluru
4.1,400000,['Statistics'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.8,600000,"['Python', 'Machine_Learning', 'Deep_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.4,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
3.9,180000,"['R', 'TensorFlow', 'PyTorch', 'Deep_Learning']",Intern,Data_Scientist,Employer,India
3.9,120000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,Data_Scientist,Employer,India
4.4,700000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.9,1200000,"['Python', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,India
3.9,1800000,['NLP'],Intern,Data_Scientist,Employer,Hyderabad
4.7,4300000,"['Machine_Learning', 'Deep_Learning', 'AI']",Intern,ML_Engineer,Employer,Remote
3.3,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,400000,"['Machine_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.1,1000000,"['Python', 'Data_Analysis']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.9,180000,"['Machine_Learning', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Pune
4.7,500000,"['Machine_Learning', 'NLP', 'AI']",Junior_Associate,ML_Engineer,Glassdoor,Hyderabad
4.0,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Gurgaon
3.5,600000,"['Python', 'SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
2.6,500000,['Data_Analysis'],Junior_Associate,Data_Analyst,Glassdoor,Gurgaon
3.4,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
3.9,700000,"['Python', 'TensorFlow', 'PyTorch', 'Machine_Learning']",Intern,Data_Scientist,Employer,Pune
3.9,1100000,"['Python', 'PyTorch', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Bengaluru
3.8,1200000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,Other
4.4,400000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Ahmedabad
4.0,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.9,360000,['Data_Analysis'],Intern,Data_Analyst,Employer,India
4.0,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.1,200000,"['Python', 'SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'AI']",Junior_Associate,Data_Scientist,Glassdoor,Mumbai
3.9,120000,"['Data_Analysis', 'Statistics']",Intern,Data_Analyst,Employer,India
3.7,500000,"['Machine_Learning', 'Deep_Learning']",Senior,Data_Scientist,Glassdoor,Gurgaon
3.4,600000,"['Python', 'SQL', 'Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.2,200000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
3.7,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,Bengaluru
3.5,600000,"['Python', 'SQL', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Bengaluru
1.0,2800000,"['Machine_Learning', 'AI']",Intern,ML_Engineer,Employer,Bengaluru
4.2,500000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Mumbai
3.4,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.3,1500000,"['Data_Analysis', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,India
3.9,1800000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Bengaluru
3.5,500000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Bengaluru
5.0,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.3,700000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Bengaluru
4.5,300000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.7,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Other
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
4.1,200000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Analyst,Glassdoor,Gurgaon
3.7,300000,"['Machine_Learning', 'AI']",Junior_Associate,Data_Scientist,Glassdoor,Other
3.7,400000,"['Python', 'PyTorch', 'Data_Analysis', 'Machine_Learning', 'AI']",Junior_Associate,Data_Scientist,Glassdoor,Mumbai
3.8,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
4.0,500000,"['Data_Analysis', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Gurgaon
3.2,120000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.9,900000,['Statistics'],Senior,Data_Scientist,Glassdoor,Hyderabad
4.1,500000,"['Statistics', 'Machine_Learning', 'Deep_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.6,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,India
3.7,800000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.6,800000,"['SQL', 'Statistics']",Intern,Data_Scientist,Employer,Ahmedabad
3.5,500000,"['Python', 'R', 'SQL', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'NLP', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,2044153,"['Python', 'R', 'SQL', 'TensorFlow', 'PyTorch', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Remote
4.5,400000,"['Machine_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.7,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.7,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,1000000,"['Statistics', 'Machine_Learning', 'NLP', 'AI']",Senior,Data_Scientist,Glassdoor,Remote
3.3,600000,['Statistics'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.4,500000,"['Machine_Learning', 'AI']",Intern,ML_Engineer,Glassdoor,Hyderabad
3.6,900000,"['Python', 'R', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Noida
4.3,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Mumbai
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Noida
4.3,2000000,['Machine_Learning'],Staff_Principal,Data_Scientist,Employer,Bengaluru
4.0,800000,"['Statistics', 'Machine_Learning', 'NLP', 'AI']",Senior,Data_Scientist,Glassdoor,Remote
4.1,700000,['Data_Analysis'],Intern,Data_Analyst,Glassdoor,Bengaluru
4.5,500000,"['Python', 'PyTorch', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
3.0,400000,"['Statistics', 'Machine_Learning', 'NLP', 'AI']",Intern,Data_Scientist,Glassdoor,Pune
4.0,400000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.9,900000,['Data_Analysis'],Intern,Data_Analyst,Employer,Gurgaon
3.8,3000000,['AI'],Intern,Data_Scientist,Employer,Bengaluru
3.8,700000,"['Machine_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.1,700000,['NLP'],Intern,ML_Engineer,Glassdoor,Bengaluru
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.9,1000000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Pune
4.2,600000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Chennai
3.8,8000000,"['TensorFlow', 'PyTorch', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.2,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Analyst,Glassdoor,Gurgaon
3.8,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,India
4.3,900000,"['Machine_Learning', 'NLP']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.0,900000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Employer,Pune
4.1,600000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.3,700000,"['Python', 'SQL', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Mumbai
3.9,900000,"['Python', 'Machine_Learning']",Intern,Data_Scientist,Employer,Chennai
4.1,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.4,700000,"['Python', 'Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Glassdoor,Bengaluru
4.2,400000,"['R', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,300000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,ML_Engineer,Glassdoor,Bengaluru
4.1,700000,"['Python', 'PyTorch', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.6,500000,"['Python', 'R', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.6,120000,"['Python', 'Machine_Learning', 'AI']",Intern,ML_Engineer,Employer,Bengaluru
3.8,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
3.4,700000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.6,1000000,"['Machine_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Pune
3.8,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.9,1664000,"['Python', 'Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Bengaluru
3.8,360000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.2,300000,['Machine_Learning'],Junior_Associate,ML_Engineer,Glassdoor,Other
4.5,120000,['Data_Analysis'],Intern,Data_Scientist,Glassdoor,Chennai
3.9,1500000,"['Python', 'Statistics', 'Machine_Learning', 'Cloud_Platforms']",Senior,Data_Scientist,Glassdoor,India
2.7,800000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,India
3.4,800000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,Data_Scientist,Glassdoor,Noida
4.0,700000,['Statistics'],Intern,Data_Scientist,Glassdoor,Mumbai
3.7,120000,"['Python', 'PyTorch', 'Machine_Learning', 'AI']",Intern,ML_Engineer,Glassdoor,Other
3.7,900000,"['Python', 'R', 'Data_Analysis', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Pune
4.0,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
3.6,500000,"['Python', 'Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,2000000,"['Python', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Ahmedabad
3.9,1400000,['AI'],Intern,ML_Engineer,Employer,Bengaluru
4.0,800000,"['Machine_Learning', 'NLP', 'AI']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.7,800000,"['Python', 'R', 'SQL', 'Machine_Learning']",Intern,Data_Scientist,Employer,India
4.3,1000000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.2,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.9,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.6,800000,"['Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
3.8,800000,['Data_Analysis'],Intern,ML_Engineer,Glassdoor,Hyderabad
4.0,600000,"['Data_Analysis', 'Statistics', 'Machine_Learning', 'NLP']",Senior,Data_Scientist,Employer,Gurgaon
3.8,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.2,600000,['Python'],Intern,Data_Scientist,Glassdoor,Mumbai
3.9,1800000,"['Statistics', 'Machine_Learning']",Senior,Data_Scientist,Employer,Bengaluru
4.0,2000000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,ML_Engineer,Glassdoor,Remote
3.9,500000,"['Statistics', 'Machine_Learning', 'Deep_Learning', 'NLP', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Gurgaon
3.6,800000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,400000,"['Machine_Learning', 'AI', 'Cloud_Platforms']",Intern,ML_Engineer,Employer,Remote
4.4,120000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Remote
3.4,500000,"['Machine_Learning', 'AI']",Intern,ML_Engineer,Employer,Bengaluru
3.8,800000,"['Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Pune
3.6,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Pune
4.1,500000,"['Python', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,240000,"['R', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,ML_Engineer,Employer,Chennai
3.8,200000,"['Statistics', 'Machine_Learning', 'NLP']",Lead_Manager,ML_Engineer,Glassdoor,Bengaluru
5.0,300000,"['Python', 'SQL', 'Machine_Learning', 'AI']",Junior_Associate,ML_Engineer,Glassdoor,Gurgaon
3.6,600000,"['Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,ML_Engineer,Glassdoor,Chennai
4.1,300000,"['Python', 'AI']",Junior_Associate,ML_Engineer,Glassdoor,India
3.9,200000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Other
3.7,1000000,"['Data_Analysis', 'Statistics']",Lead_Manager,Data_Scientist,Glassdoor,Bengaluru
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Chennai
3.9,1000000,['Machine_Learning'],Intern,Data_Scientist,Employer,Other
5.0,800000,"['Data_Analysis', 'NLP', 'AI']",Intern,Data_Analyst,Glassdoor,India
4.5,1000000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,Data_Scientist,Glassdoor,Bengaluru
4.0,480000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,India
3.4,500000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Noida
3.7,108000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Employer,Other
3.9,1248000,"['Python', 'Machine_Learning', 'NLP', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,Bengaluru
3.8,1000000,"['Machine_Learning', 'Deep_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Mumbai
4.2,600000,"['R', 'Data_Analysis', 'Machine_Learning', 'NLP']",Intern,Data_Scientist,Glassdoor,Mumbai
4.2,600000,"['Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,Data_Scientist,Glassdoor,Chennai
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Pune
4.3,400000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Other
4.2,520000,"['Data_Analysis', 'Machine_Learning', 'AI']",Senior,Data_Scientist,Employer,Remote
2.9,900000,"['Machine_Learning', 'Deep_Learning', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,India
3.9,900000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,India
3.9,1300000,"['Python', 'AI']",Intern,Data_Scientist,Employer,India
4.1,200000,['AI'],Intern,Data_Scientist,Glassdoor,Gurgaon
4.3,400000,"['Python', 'R', 'SQL', 'Statistics']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.7,200000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,Data_Scientist,Glassdoor,Bengaluru
4.2,4000000,"['Python', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,India
4.3,400000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Gurgaon
3.9,1300000,"['Data_Analysis', 'Machine_Learning', 'AI']",Intern,Data_Scientist,Employer,Noida
3.0,120000,"['Python', 'Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.5,1200000,['AI'],Intern,Data_Scientist,Employer,Ahmedabad
3.8,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Mumbai
3.8,700000,"['Python', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,Data_Scientist,Glassdoor,Pune
4.0,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,2400000,"['Python', 'Statistics', 'Machine_Learning', 'Cloud_Platforms']",Senior,Data_Scientist,Employer,Bengaluru
4.2,800000,"['Python', 'R', 'SQL', 'Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Chennai
3.6,600000,['Machine_Learning'],Intern,ML_Engineer,Glassdoor,Bengaluru
4.2,500000,"['Machine_Learning', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Hyderabad
4.0,500000,['R'],Intern,Data_Scientist,Glassdoor,Chennai
3.9,1500000,"['Python', 'Data_Analysis', 'Machine_Learning', 'NLP']",Intern,Data_Scientist,Employer,Other
4.0,800000,['Statistics'],Intern,Data_Scientist,Glassdoor,Bengaluru
4.7,540000,"['Python', 'Machine_Learning', 'AI']",Intern,Data_Scientist,Employer,India
3.9,120000,['Machine_Learning'],Intern,Data_Scientist,Employer,Other
3.8,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.9,500000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Other
3.9,396000,"['Python', 'R']",Intern,Data_Scientist,Employer,India
3.8,500000,"['Machine_Learning', 'NLP']",Intern,ML_Engineer,Glassdoor,Bengaluru
4.0,400000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Chennai
3.9,360000,"['Machine_Learning', 'Deep_Learning']",Intern,ML_Engineer,Employer,Bengaluru
5.0,2000000,"['Statistics', 'Machine_Learning']",Intern,ML_Engineer,Employer,Hyderabad
3.9,700000,"['Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,Data_Scientist,Employer,Other
3.1,700000,"['Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Other
3.9,120000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,India
3.7,1200000,"['Python', 'Data_Analysis']",Senior,Data_Scientist,Glassdoor,Mumbai
3.9,600000,['Machine_Learning'],Junior_Associate,Data_Scientist,Glassdoor,Mumbai
3.7,600000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.8,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
3.3,600000,"['Python', 'R', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.1,2000000,"['Python', 'SQL', 'Machine_Learning', 'Cloud_Platforms']",Intern,Data_Scientist,Employer,India
3.7,800000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,India
3.9,1000000,['Machine_Learning'],Staff_Principal,Data_Scientist,Employer,Bengaluru
4.0,1500000,"['Python', 'TensorFlow', 'PyTorch', 'Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Employer,Hyderabad
3.8,1000000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,Data_Scientist,Glassdoor,Chennai
3.9,120000,['Data_Analysis'],Intern,Data_Scientist,Employer,Other
4.5,400000,"['Python', 'Machine_Learning', 'Deep_Learning', 'NLP']",Junior_Associate,Data_Scientist,Glassdoor,Chennai
4.3,500000,['Data_Analysis'],Intern,Data_Scientist,Glassdoor,Other
3.8,600000,"['Python', 'R', 'Statistics', 'Machine_Learning', 'Deep_Learning', 'Cloud_Platforms']",Senior,Data_Scientist,Glassdoor,Gurgaon
3.8,500000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,Bengaluru
4.2,1200000,"['Statistics', 'Machine_Learning', 'AI']",Senior,Data_Scientist,Glassdoor,Pune
3.8,900000,"['Machine_Learning', 'Python', 'SQL']",Lead_Manager,Data_Scientist,Glassdoor,Gurgaon
5.0,500000,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Data_Analysis', 'Machine_Learning', 'NLP', 'AI']",Intern,ML_Engineer,Glassdoor,Gurgaon
3.7,800000,['Machine_Learning'],Staff_Principal,ML_Engineer,Employer,Chennai
3.9,120000,['Machine_Learning'],Intern,ML_Engineer,Glassdoor,Other
3.8,300000,"['Machine_Learning', 'Deep_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
2.3,2000000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Employer,Other
3.8,400000,"['Data_Analysis', 'Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,800000,"['Machine_Learning', 'AI']",Intern,Data_Scientist,Glassdoor,Hyderabad
3.3,1000000,"['Data_Analysis', 'Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,700000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,India
3.9,540000,"['Python', 'Data_Analysis', 'Statistics', 'Machine_Learning', 'Deep_Learning']",Intern,Data_Scientist,Employer,India
4.1,1200000,['Machine_Learning'],Intern,ML_Engineer,Employer,Other
3.9,900000,"['Machine_Learning', 'Python', 'SQL']",Senior,Data_Scientist,Glassdoor,India
3.4,400000,['Machine_Learning'],Junior_Associate,Data_Scientist,Glassdoor,Mumbai
3.4,700000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Mumbai
4.1,120000,"['Machine_Learning', 'NLP']",Intern,ML_Engineer,Employer,Gurgaon
4.5,500000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Analyst,Employer,India
3.5,600000,['AI'],Intern,Data_Scientist,Glassdoor,Bengaluru
3.9,300000,"['Machine_Learning', 'AI', 'Cloud_Platforms']",Intern,Data_Scientist,Glassdoor,Noida
4.0,600000,"['Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Analyst,Employer,Pune
3.8,500000,"['Python', 'R', 'Data_Analysis', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Glassdoor,Noida
4.3,700000,['Machine_Learning'],Intern,Data_Scientist,Glassdoor,Bengaluru
4.0,700000,"['Machine_Learning', 'Python', 'SQL']",Junior_Associate,Data_Scientist,Glassdoor,Hyderabad
3.9,1000000,"['Machine_Learning', 'AI']",Intern,Data_Scientist,Employer,India
3.9,240000,['Python'],Intern,Data_Scientist,Glassdoor,Remote
5.0,2400000,"['Machine_Learning', 'NLP']",Senior,Data_Scientist,Employer,Bengaluru
3.9,2900000,"['Python', 'R', 'SQL', 'Statistics', 'Machine_Learning']",Intern,Data_Scientist,Employer,Bengaluru
2.9,300000,"['Machine_Learning', 'Python', 'SQL']",Intern,ML_Engineer,Glassdoor,Chennai
3.7,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Other
3.0,800000,"['Machine_Learning', 'Deep_Learning', 'NLP', 'AI']",Intern,ML_Engineer,Glassdoor,Bengaluru
3.9,1000000,"['Python', 'R', 'Data_Analysis', 'Statistics']",Intern,Data_Scientist,Employer,Other
4.1,700000,"['Machine_Learning', 'Python', 'SQL']",Intern,Data_Scientist,Glassdoor,Bengaluru
