Rating,Size,Industry,Sector,Ownership,Revenue,min_salary,max_salary,avg_salary,age,python,spark,aws,excel,LLMs,sql,Job_simp,seniority
3.8,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,3,7,5,47.0,0,0,0,0,0,0,na,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,2,10,6,47.0,1,0,0,0,1,0,na,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,2,10,6,47.0,0,0,0,1,0,0,data scientist,na
4.2,201 - 500 Employees,Computer Hardware Development,Information Technology,Company - Private,5 - 25 million ,4,4,4,15.0,0,0,0,0,0,0,na,na
5.0,201 - 500 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Public,10000+ million ,1,2,1,15.0,0,0,0,0,0,0,data scientist,na
3.4,201 - 500 Employees,Software Development,Information Technology,Company - Private,10000+ million ,6,9,7,9.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,9.0,0,0,0,0,0,0,data scientist,na
3.4,201 - 500 Employees,Internet & Web Services,Information Technology,Company - Private,25 - 50 million ,5,7,6,12.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,2,10,6,12.0,0,0,0,0,0,0,na,na
4.0,10000+ Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,26.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,26.0,0,0,0,0,0,0,na,na
4.2,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,2,2,2,5.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,Business consulting,Information Technology,Company - Private,10000+ million ,4,7,5,5.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,5,9,7,5.0,1,0,0,0,0,1,data scientist,na
4.0,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,12,20,16,17.0,0,0,1,0,0,1,mle,senior
4.2,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,5,10,7,16.0,0,0,0,0,0,0,data scientist,na
3.5,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,5 - 25 million ,9,10,9,7.0,0,0,0,0,0,0,mle,na
4.2,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,na,na
3.7,10000+ Employees,Business consulting,Information Technology,Company - Private,10000+ million ,4,30,17,7.0,0,0,0,1,0,0,data scientist,senior
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,data scientist,senior
3.8,5001 - 10000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,7,5,14.0,0,0,0,0,0,0,data scientist,na
2.9,1 - 50 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,5,9,7,14.0,0,0,0,0,0,0,data scientist,na
4.0,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,6,9,7,8.0,0,0,0,0,0,0,data scientist,na
4.2,10000+ Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,8.0,1,0,0,0,0,0,na,na
4.1,501 - 1000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,25 - 50 million ,7,8,7,10.0,0,0,0,0,0,0,data scientist,senior
4.0,1 - 50 Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,7,5,10.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,4,30,17,10.0,0,0,1,0,1,0,data scientist,na
3.9,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,10.0,0,0,0,0,0,0,data scientist,senior
3.9,201 - 500 Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,10.0,0,0,0,0,0,0,data scientist,na
3.5,1001 - 5000 Employees,Internet & Web Services,Information Technology,Company - Public,5000 - 10000 million ,5,8,6,11.0,0,0,0,1,0,0,data scientist,senior
4.3,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,4,5,4,49.0,0,0,1,0,0,0,na,senior
3.8,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,4,9,6,30.0,1,0,1,1,1,0,data scientist,na
4.0,1 - 50 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,3,8,5,30.0,1,0,0,0,0,0,data scientist,na
4.6,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,30,17,30.0,1,1,0,1,0,1,data scientist,senior
3.7,201 - 500 Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,5,8,6,30.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,30,17,30.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,5,19,12,14.0,1,0,0,0,0,1,data scientist,na
4.4,51 - 200 Employees,Software Development,Information Technology,Company - Private,25 - 50 million ,4,7,5,18.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Software Development,Information Technology,Company - Public,5 - 25 million ,2,2,2,12.0,0,0,0,0,0,0,na,na
4.1,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,3,6,4,12.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,30,17,12.0,1,0,0,1,0,0,na,na
4.2,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,5,10,7,16.0,0,0,0,0,0,0,data scientist,na
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,4,30,17,16.0,1,0,0,0,0,1,data scientist,na
4.0,1 - 50 Employees,Business consulting,Finance,Company - Private,10000+ million ,4,7,5,16.0,1,0,0,0,0,0,data scientist,senior
4.0,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,188.0,0,0,0,0,0,0,data scientist,senior
4.6,10000+ Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,188.0,1,0,0,0,0,0,mle,na
3.9,1 - 50 Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,2,6,4,188.0,0,0,0,1,0,0,data scientist,na
4.5,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,8,6,19.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,19.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,30,17,17.0,0,0,0,0,0,0,na,na
3.2,501 - 1000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,100 - 500 million ,8,10,9,24.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,2,6,4,24.0,0,0,0,0,0,0,data scientist,na
3.9,1001 - 5000 Employees,Information Technology Support Services,Information Technology,Company - Private,100 - 500 million ,6,8,7,27.0,0,1,0,0,0,1,data scientist,na
3.6,5001 - 10000 Employees,Machinery Manufacturing,Manufacturing,Company - Public,2000 - 5000 million ,7,10,8,86.0,0,0,0,1,0,0,analyst,na
4.0,1001 - 5000 Employees,Business consulting,Information Technology,Company - Public,10000+ million ,4,30,17,86.0,1,1,1,0,0,1,data engineer,na
4.0,1 - 50 Employees,Business consulting,Information Technology,Company - Private,10000+ million ,5,9,7,86.0,0,0,0,0,0,0,data scientist,na
4.8,1 - 50 Employees,Information Technology Support Services,Information Technology,Private Practice / Firm,10000+ million ,3,7,5,8.0,0,0,0,0,0,0,data scientist,senior
4.0,1 - 50 Employees,Information Technology Support Services,Finance,Company - Public,10000+ million ,2,6,4,8.0,0,0,0,0,0,0,data scientist,na
3.5,10000+ Employees,Business consulting,Management and consulting,Company - Public,2000 - 5000 million ,10,11,10,125.0,0,0,0,0,0,0,data scientist,senior
3.8,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,25 - 50 million ,2,7,4,10.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Public,10000+ million ,4,30,17,10.0,0,0,0,1,0,0,data scientist,na
4.2,501 - 1000 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,2,2,2,12.0,1,1,0,0,1,1,mle,na
4.0,10000+ Employees,Business consulting,Manufacturing,Company - Public,10000+ million ,4,30,17,12.0,0,0,0,0,0,0,data scientist,na
4.1,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,5,8,6,17.0,0,0,0,0,0,0,na,na
4.1,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,3,5,4,56.0,0,0,0,0,0,0,data scientist,senior
3.6,201 - 500 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,3,8,5,56.0,0,0,0,0,0,0,data scientist,na
3.8,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,4,4,4,12.0,1,0,0,0,0,0,data scientist,na
3.6,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,25 - 50 million ,2,4,3,27.0,0,0,0,0,0,0,mle,na
4.1,51 - 200 Employees,HR Consulting,Human resources and staffing,Private Practice / Firm,10000+ million ,3,9,6,26.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Management and consulting,Company - Public,10000+ million ,4,7,5,26.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,7,10,8,12.0,0,0,0,0,0,0,data scientist,na
4.1,201 - 500 Employees,Business consulting,Finance,Company - Public,10000+ million ,4,30,17,12.0,0,0,0,0,0,0,na,senior
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,30,17,55.0,0,0,0,0,1,0,data scientist,senior
3.8,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Public,10000+ million ,4,30,17,55.0,0,0,0,1,1,0,data scientist,na
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,30,17,154.0,0,0,0,0,0,0,mle,senior
3.6,1 - 50 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,2,6,4,154.0,0,0,0,0,0,0,data scientist,na
4.6,51 - 200 Employees,Information Technology Support Services,Management and consulting,Company - Public,10000+ million ,2,10,6,154.0,0,0,0,0,0,0,na,na
4.3,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,2000 - 5000 million ,8,9,8,42.0,1,1,0,0,0,1,data scientist,senior
3.7,10000+ Employees,Machinery Manufacturing,Manufacturing,Company - Public,10000+ million ,3,10,6,122.0,0,0,0,0,0,0,data scientist,na
3.8,10000+ Employees,Internet & Web Services,Information Technology,Company - Public,10000+ million ,2,10,6,26.0,0,0,0,0,0,0,manager,na
4.8,10000+ Employees,Business consulting,Manufacturing,Company - Public,10000+ million ,4,30,17,26.0,1,0,0,0,0,0,mle,na
4.0,201 - 500 Employees,Information Technology Support Services,Finance,Company - Public,10000+ million ,4,30,17,26.0,0,0,0,0,0,0,data scientist,senior
3.8,10000+ Employees,Business consulting,Finance,Company - Public,10000+ million ,4,30,17,26.0,0,0,0,0,0,0,data scientist,na
4.4,5001 - 10000 Employees,Computer Hardware Development,Information Technology,Company - Private,10000+ million ,4,5,4,11.0,0,0,0,0,1,0,data scientist,senior
4.2,10000+ Employees,Business consulting,Management and consulting,Company - Public,10000+ million ,4,30,17,11.0,0,0,0,0,0,0,data scientist,na
3.6,10000+ Employees,Business consulting,Management and consulting,Company - Public,2000 - 5000 million ,8,10,9,56.0,0,0,0,0,0,0,analyst,senior
4.1,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,30,17,53.0,0,0,0,0,0,0,mle,na
4.0,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,6,7,6,225.0,0,0,0,0,0,0,analyst,na
4.2,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Public,10000+ million ,4,30,17,225.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Public,10000+ million ,2,10,6,225.0,0,0,0,0,0,0,mle,na
4.0,1001 - 5000 Employees,Business consulting,Manufacturing,Company - Public,10000+ million ,2,5,3,225.0,0,0,0,1,0,0,na,na
3.7,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,100 - 500 million ,2,3,2,16.0,0,0,0,0,0,0,data scientist,na
4.4,201 - 500 Employees,Information Technology Support Services,Manufacturing,Company - Public,10000+ million ,4,30,17,16.0,0,0,0,0,0,0,data scientist,na
3.4,10000+ Employees,Business consulting,Management and consulting,Company - Public,10000+ million ,4,30,17,16.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,2000 - 5000 million ,5,5,5,28.0,1,0,1,1,1,0,mle,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Finance,Company - Public,10000+ million ,2,10,6,28.0,0,0,0,0,0,0,mle,na
4.0,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,30,17,28.0,1,0,0,0,0,0,data scientist,senior
4.1,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,2,10,6,25.0,0,0,0,0,0,0,data scientist,senior
4.1,201 - 500 Employees,Business consulting,Information Technology,Company - Public,10000+ million ,4,30,17,25.0,0,0,0,0,0,0,data scientist,senior
4.0,10000+ Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Public,10000+ million ,4,30,17,25.0,1,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,2000 - 5000 million ,2,3,2,34.0,0,0,0,0,0,0,data scientist,na
3.8,51 - 200 Employees,Business consulting,Finance,Company - Private,10000+ million ,2,10,6,34.0,1,0,0,0,0,1,na,na
4.8,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Public,10000+ million ,4,30,17,34.0,0,0,0,0,0,0,data scientist,na
4.3,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,2000 - 5000 million ,3,3,3,42.0,1,1,0,1,0,1,na,na
4.1,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Public,10000+ million ,4,30,17,42.0,0,0,0,0,0,0,data scientist,na
3.5,1001 - 5000 Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Subsidiary or Business Segment,2000 - 5000 million ,4,7,5,89.0,0,0,0,1,0,0,data scientist,na
4.0,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,2,6,4,16.0,1,0,0,0,0,0,director,na
4.1,1001 - 5000 Employees,Business consulting,Management and consulting,Company - Private,100 - 500 million ,7,10,8,24.0,0,0,0,0,0,0,data scientist,senior
4.6,10000+ Employees,Enterprise Software & Network Solutions,Finance,Company - Public,10000+ million ,4,30,17,24.0,0,0,0,0,0,0,data scientist,na
3.7,201 - 500 Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,4,7,5,24.0,0,0,0,0,0,0,data scientist,senior
3.4,501 - 1000 Employees,Information Technology Support Services,Information Technology,Company - Private,100 - 500 million ,2,9,5,24.0,0,0,0,1,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,30,17,24.0,0,0,0,1,0,1,analyst,na
4.5,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,10,15,12,24.0,1,0,0,0,0,0,data scientist,na
4.3,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,7,10,8,8.0,0,0,0,0,0,0,data scientist,senior
4.3,10000+ Employees,Business consulting,Information Technology,Company - Public,10000+ million ,4,30,17,26.0,1,0,1,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Finance,Company - Public,10000+ million ,4,30,17,21.0,1,0,0,0,0,1,data scientist,na
3.7,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,3,5,4,17.0,0,0,0,0,0,0,data scientist,na
3.9,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,5,9,7,334.0,0,0,0,0,0,0,na,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Public,10000+ million ,4,30,17,334.0,1,1,1,1,0,0,na,senior
4.0,1001 - 5000 Employees,Business consulting,Finance,Company - Public,10000+ million ,4,30,17,334.0,0,0,0,0,0,0,data scientist,na
3.9,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,100 - 500 million ,7,9,8,36.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Business consulting,Information Technology,Company - Public,10000+ million ,4,30,17,36.0,1,0,0,1,0,0,na,na
4.0,1 - 50 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,4,7,5,36.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Banking & Lending,Finance,Company - Public,2000 - 5000 million ,1,6,3,39.0,0,0,0,0,0,1,data scientist,senior
3.8,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,30,17,26.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Public,10000+ million ,4,30,17,26.0,1,0,0,1,0,1,data scientist,na
3.9,201 - 500 Employees,Business consulting,Management and consulting,Company - Public,10000+ million ,20,26,23,26.0,1,0,0,0,0,0,data scientist,senior
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Public,10000+ million ,6,9,7,26.0,1,0,0,1,0,1,na,na
4.0,1 - 50 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,7,5,26.0,1,1,0,0,0,1,na,na
4.1,1001 - 5000 Employees,Business consulting,Management and consulting,Company - Private,100 - 500 million ,7,10,8,24.0,1,0,0,0,0,1,data scientist,na
3.7,5001 - 10000 Employees,Information Technology Support Services,Information Technology,Company - Private,100 - 500 million ,4,9,6,17.0,1,1,0,0,0,1,na,na
4.7,10000+ Employees,Enterprise Software & Network Solutions,Finance,Company - Public,10000+ million ,4,30,17,96.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Management and consulting,Company - Public,10000+ million ,20,25,22,96.0,1,0,1,0,1,0,na,na
3.6,10000+ Employees,Information Technology Support Services,Finance,Company - Public,10000+ million ,4,30,17,96.0,0,0,0,0,0,0,mle,na
5.0,1 - 50 Employees,HR Consulting,Human resources and staffing,Company - Private,10000+ million ,4,7,5,14.0,1,0,0,0,0,0,data scientist,na
2.6,501 - 1000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,25 - 50 million ,4,8,6,15.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Public,10000+ million ,10,20,15,15.0,0,0,0,1,0,0,na,na
3.0,1 - 50 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,3,7,5,15.0,0,0,0,0,0,0,data scientist,senior
4.6,51 - 200 Employees,HR Consulting,Human resources and staffing,Company - Private,10000+ million ,7,8,7,18.0,0,0,0,0,0,0,na,na
4.1,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,2000 - 5000 million ,8,9,8,31.0,0,0,0,1,0,0,data scientist,senior
4.3,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,3,4,3,49.0,0,0,1,1,0,0,manager,senior
4.0,10000+ Employees,Business consulting,Information Technology,Company - Public,10000+ million ,4,30,17,49.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Public,10000+ million ,2,6,4,49.0,0,0,1,0,0,0,data scientist,na
4.6,1 - 50 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,3,8,5,49.0,0,0,0,0,0,0,na,na
4.0,201 - 500 Employees,Business consulting,Finance,Company - Public,10000+ million ,2,6,4,49.0,0,0,0,0,0,0,data scientist,na
4.7,51 - 200 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,3,7,5,49.0,0,0,0,0,0,0,data scientist,senior
4.0,1 - 50 Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,5,7,6,49.0,0,0,0,0,0,0,data scientist,na
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Public,10000+ million ,4,30,17,49.0,0,0,0,0,0,0,mle,na
3.8,1 - 50 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,5,6,5,7.0,0,0,0,0,0,1,data scientist,na
3.7,10000+ Employees,Business consulting,Management and consulting,Company - Public,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Finance,Company - Public,10000+ million ,2,10,6,7.0,1,0,0,0,0,1,na,na
4.0,1001 - 5000 Employees,Business consulting,Finance,Company - Public,10000+ million ,2,10,6,7.0,1,0,0,0,0,0,na,na
4.0,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,7,5,7.0,1,0,0,0,0,0,data scientist,na
3.2,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Public,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,mle,na
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Public,10000+ million ,4,30,17,7.0,1,0,0,0,0,0,na,na
3.9,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Public,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,na,na
4.5,51 - 200 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,2000 - 5000 million ,2,10,6,7.0,0,0,0,0,0,0,na,na
3.6,1001 - 5000 Employees,Internet & Web Services,Information Technology,Company - Private,2000 - 5000 million ,2,10,6,9.0,0,0,0,0,0,0,data scientist,na
4.8,51 - 200 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,2000 - 5000 million ,6,8,7,7.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Business consulting,Manufacturing,Company - Public,2000 - 5000 million ,2,10,6,7.0,0,0,0,0,0,0,mle,na
2.9,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Public,2000 - 5000 million ,4,30,17,7.0,0,0,0,0,0,0,data scientist,na
4.5,1 - 50 Employees,Information Technology Support Services,Management and consulting,Company - Private,2000 - 5000 million ,15,15,15,7.0,1,0,1,0,0,0,data scientist,senior
4.0,1 - 50 Employees,Information Technology Support Services,Manufacturing,Company - Private,2000 - 5000 million ,2,6,4,7.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,5000 - 10000 million ,6,10,8,79.0,0,0,0,0,0,0,data scientist,na
4.3,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,4,10,7,49.0,0,0,1,0,0,0,na,senior
3.9,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,4,4,4,109.0,0,0,0,0,0,0,data scientist,na
3.6,201 - 500 Employees,Information Technology Support Services,Finance,Company - Private,2000 - 5000 million ,45,55,50,31.0,0,0,0,0,0,0,data scientist,senior
4.1,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,3,4,3,66.0,0,0,0,0,0,0,data scientist,senior
4.0,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Private,2000 - 5000 million ,4,6,5,16.0,0,0,0,0,0,0,na,na
4.0,1001 - 5000 Employees,Business consulting,Information Technology,Company - Public,2000 - 5000 million ,2,10,6,16.0,0,0,0,0,0,0,na,na
3.4,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,5000 - 10000 million ,6,7,6,101.0,0,0,0,0,0,0,data scientist,senior
4.3,51 - 200 Employees,Software Development,Information Technology,Company - Private,1 - 5 million ,5,8,6,28.0,1,0,0,0,0,0,data scientist,na
5.0,1 - 50 Employees,Business consulting,Information Technology,Company - Private,2000 - 5000 million ,12,20,16,28.0,1,0,0,0,0,0,data scientist,senior
3.9,51 - 200 Employees,Internet & Web Services,Information Technology,Company - Private,2000 - 5000 million ,4,6,5,8.0,0,0,0,0,0,0,data scientist,senior
4.1,5001 - 10000 Employees,Banking & Lending,Finance,Company - Public,2000 - 5000 million ,6,9,7,28.0,0,0,0,0,0,0,data scientist,senior
4.1,201 - 500 Employees,Business consulting,Management and consulting,Company - Public,2000 - 5000 million ,4,30,17,28.0,0,0,0,0,0,0,na,senior
4.2,1001 - 5000 Employees,Information Technology Support Services,Information Technology,Company - Private,25 - 50 million ,5,9,7,25.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Finance,Company - Public,2000 - 5000 million ,2,10,6,25.0,0,0,0,0,0,0,mle,na
3.4,10000+ Employees,Information Technology Support Services,Management and consulting,Company - Public,2000 - 5000 million ,4,30,17,25.0,0,0,0,0,0,0,data scientist,senior
4.1,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,4,7,5,113.0,1,0,0,1,0,0,data scientist,na
3.7,10000+ Employees,Business consulting,Finance,Company - Public,2000 - 5000 million ,4,30,17,113.0,1,0,0,0,0,1,mle,na
3.9,201 - 500 Employees,Information Technology Support Services,Manufacturing,Company - Public,2000 - 5000 million ,4,30,17,113.0,1,0,1,0,0,1,mle,na
3.9,10000+ Employees,Internet & Web Services,Information Technology,Company - Public,10000+ million ,2,2,2,15.0,0,0,0,0,1,0,mle,na
3.9,201 - 500 Employees,Business consulting,Information Technology,Company - Public,2000 - 5000 million ,4,30,17,15.0,0,0,0,0,0,0,data engineer,na
4.1,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Subsidiary or Business Segment,2000 - 5000 million ,4,7,5,34.0,1,0,0,0,0,0,data scientist,senior
4.1,1001 - 5000 Employees,Information Technology Support Services,Information Technology,Company - Private,2000 - 5000 million ,3,7,5,9.0,0,0,0,0,0,0,data scientist,na
3.6,10000+ Employees,Business consulting,Finance,Company - Public,2000 - 5000 million ,4,30,17,9.0,0,1,1,0,0,0,na,na
4.4,201 - 500 Employees,Software Development,Information Technology,Company - Public,2000 - 5000 million ,4,7,5,9.0,0,0,0,0,1,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Information Technology,Company - Public,2000 - 5000 million ,2,3,2,26.0,0,0,0,0,1,0,data scientist,senior
3.5,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,2000 - 5000 million ,4,30,17,26.0,0,0,0,0,0,0,data scientist,senior
