Rating,Size,Industry,Sector,Ownership,Revenue,min_salary,max_salary,avg_salary,age,python,spark,aws,excel,LLMs,sql,Job_simp,seniority
4.0,1 - 50 Employees,Enterprise Software & Network Solutions,Finance,Company - Public,10000+ million ,4,7,5,10.0,1,1,0,0,0,0,data scientist,na
3.5,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,30,17,10.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,3,8,5,43.0,1,0,0,0,0,1,data scientist,na
4.9,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,30,17,43.0,0,0,0,0,0,0,data scientist,senior
4.6,10000+ Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,4,30,17,43.0,0,0,0,0,0,0,data scientist,na
4.1,1001 - 5000 Employees,Software Development,Information Technology,Company - Public,10000+ million ,2,3,2,12.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,2,10,6,26.0,0,0,0,0,0,0,mle,na
5.0,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,7,5,26.0,0,0,0,0,0,0,data scientist,na
4.1,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,3,3,3,66.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,7,5,66.0,0,0,0,0,0,0,data scientist,na
4.1,10000+ Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,9,6,174.0,0,0,0,0,0,0,data scientist,na
3.8,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,4,8,6,47.0,0,0,0,0,0,0,data scientist,senior
3.6,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,47.0,0,0,0,0,0,0,na,na
4.5,10000+ Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,30,17,47.0,0,0,0,0,0,0,data scientist,na
4.3,51 - 200 Employees,Software Development,Information Technology,Company - Private,5 - 25 million ,5,5,5,10.0,0,0,0,0,0,0,data scientist,na
3.8,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,5,9,7,6.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,5,7,6,139.0,0,0,0,0,0,0,data scientist,na
3.9,201 - 500 Employees,Business consulting,Finance,Company - Private,10000+ million ,4,30,17,139.0,1,0,0,0,0,0,data scientist,na
3.9,1001 - 5000 Employees,Internet & Web Services,Information Technology,Company - Private,10000+ million ,4,4,4,17.0,0,0,0,0,0,0,data scientist,senior
3.4,501 - 1000 Employees,Computer Hardware Development,Information Technology,Company - Private,10000+ million ,4,9,6,14.0,0,0,0,0,0,0,data scientist,na
3.5,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,5 - 25 million ,9,10,9,7.0,0,0,0,0,0,0,mle,na
4.4,1001 - 5000 Employees,Internet & Web Services,Information Technology,Subsidiary or Business Segment,10000+ million ,2,4,3,19.0,0,0,0,0,0,1,analyst,na
4.1,51 - 200 Employees,HR Consulting,Human resources and staffing,Private Practice / Firm,10000+ million ,1,3,2,26.0,0,0,0,0,0,0,data scientist,na
3.3,501 - 1000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,100 - 500 million ,5,7,6,24.0,0,0,0,0,0,0,data scientist,na
4.1,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,8,8,8,9.0,0,0,0,0,0,0,data scientist,na
5.0,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,7,5,9.0,0,0,0,0,0,0,data scientist,na
4.3,51 - 200 Employees,Internet & Web Services,Information Technology,Company - Private,10000+ million ,5,6,5,6.0,0,0,0,0,0,0,data scientist,na
4.1,201 - 500 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,4,30,17,7.0,0,1,0,0,0,1,data scientist,na
4.2,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,data scientist,na
4.2,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,7,9,8,7.0,0,0,0,0,0,0,data scientist,na
4.2,501 - 1000 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,8,6,12.0,1,0,1,0,0,1,data scientist,na
4.1,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,9,11,10,6.0,0,0,0,0,0,0,data scientist,na
4.0,51 - 200 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,3,7,5,6.0,0,0,0,0,0,0,data scientist,na
4.1,5001 - 10000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,2000 - 5000 million ,5,6,5,44.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,5,6,5,44.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,5,9,7,24.0,0,0,0,0,0,0,data scientist,na
3.6,10000+ Employees,Business consulting,Management and consulting,Company - Public,2000 - 5000 million ,10,11,10,56.0,0,0,0,0,0,0,na,na
3.9,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Subsidiary or Business Segment,5000 - 10000 million ,3,8,5,56.0,0,0,0,0,0,0,data scientist,senior
3.8,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,4,4,4,56.0,0,0,0,0,0,0,na,na
4.0,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,5,5,5,225.0,0,0,0,0,0,0,data scientist,na
3.7,501 - 1000 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,9,9,9,14.0,0,0,0,0,0,0,data scientist,na
4.4,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,9,9,9,6.0,0,0,0,0,0,0,data scientist,na
4.2,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,30,17,6.0,0,0,0,0,0,0,data scientist,senior
3.7,5001 - 10000 Employees,Information Technology Support Services,Information Technology,Company - Private,100 - 500 million ,7,10,8,17.0,0,0,0,0,1,0,data scientist,na
4.7,10000+ Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,30,17,17.0,0,0,0,0,0,0,data scientist,na
4.0,51 - 200 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,5,9,7,17.0,1,1,0,0,0,1,data scientist,na
4.3,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,4,5,4,49.0,0,0,1,0,0,0,manager,na
2.6,1001 - 5000 Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Private,100 - 500 million ,4,5,4,47.0,0,0,0,1,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Information Technology,Company - Private,10000+ million ,12,18,15,47.0,0,0,0,0,0,0,mle,na
4.0,1 - 50 Employees,Information Technology Support Services,Management and consulting,Private Practice / Firm,10000+ million ,2,10,6,47.0,1,0,0,0,0,1,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,15,25,20,47.0,1,1,1,0,0,1,data scientist,na
4.0,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,2,2,2,225.0,0,0,0,0,0,0,mle,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,8,10,9,225.0,1,1,1,0,1,0,data scientist,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,13,13,13,225.0,1,1,0,0,0,0,mle,na
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,4,30,17,225.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,3,3,3,225.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,2,2,2,225.0,0,0,0,0,0,0,mle,na
4.2,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,10000+ million ,4,8,6,128.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,6,19,12,98.0,1,1,0,0,0,0,data scientist,senior
3.9,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,3,13,8,334.0,0,0,0,0,0,0,mle,na
3.9,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,5,6,5,18.0,1,0,0,0,1,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,2,2,2,18.0,1,0,0,1,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,2,10,6,18.0,0,0,0,0,0,0,data scientist,na
3.9,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,3,6,4,11.0,0,0,0,0,0,0,data scientist,na
5.0,1 - 50 Employees,HR Consulting,Human resources and staffing,Company - Private,10000+ million ,8,10,9,5.0,1,0,0,0,0,0,mle,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,5.0,1,0,0,1,0,1,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Finance,Company - Private,10000+ million ,4,30,17,5.0,1,0,0,0,0,1,data scientist,na
4.0,1 - 50 Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,7,5,5.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,12,18,15,5.0,0,0,0,0,0,0,na,na
4.1,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,2,10,6,25.0,0,0,0,0,0,0,data scientist,na
3.8,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,4,4,4,25.0,1,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,5,5,5,225.0,0,0,0,0,0,0,data scientist,senior
4.3,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,10000+ million ,2,3,2,194.0,1,0,0,0,0,1,data scientist,na
4.8,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,194.0,0,0,0,0,0,0,na,na
4.2,501 - 1000 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,2,2,2,12.0,1,0,1,0,1,0,data engineer,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,6,12,9,12.0,1,0,0,0,0,0,analyst,na
3.6,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,12.0,0,0,0,0,0,0,na,na
3.9,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,6,9,7,120.0,0,0,0,0,0,0,data scientist,na
4.4,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,4,8,6,120.0,0,0,0,0,0,0,data scientist,na
4.0,51 - 200 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,4,7,5,120.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,Business consulting,Information Technology,Company - Private,10000+ million ,4,7,5,31.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,5,10,7,41.0,0,0,0,0,0,0,na,na
4.0,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,4,10,7,139.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,2,10,6,139.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,3,7,5,139.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,HR Consulting,Human resources and staffing,Company - Private,10000+ million ,15,40,27,7.0,1,0,0,0,0,0,data scientist,senior
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,5,9,7,14.0,0,1,0,0,0,0,data scientist,na
4.4,51 - 200 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,7,5,14.0,1,1,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,14.0,0,0,0,0,0,0,data scientist,na
4.2,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,3,5,4,12.0,0,0,0,0,0,0,data scientist,na
3.6,1001 - 5000 Employees,HR Consulting,Human resources and staffing,Company - Private,100 - 500 million ,6,8,7,27.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,5,13,9,27.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,5,10,7,27.0,0,0,0,0,0,1,data scientist,na
3.9,5001 - 10000 Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Private,2000 - 5000 million ,4,10,7,46.0,0,0,0,0,0,0,data scientist,na
3.9,201 - 500 Employees,Business consulting,Manufacturing,Company - Public,10000+ million ,15,20,17,46.0,1,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,7,5,46.0,0,0,0,0,1,0,na,jr
5.0,51 - 200 Employees,Business consulting,Management and consulting,Private Practice / Firm,1 - 5 million ,4,10,7,7.0,0,0,0,0,0,0,na,na
3.8,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,5000 - 10000 million ,3,11,7,79.0,1,0,1,0,0,0,data scientist,na
4.5,10000+ Employees,Business consulting,Information Technology,Company - Private,10000+ million ,4,30,17,79.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,30,17,79.0,0,0,0,0,0,0,na,na
4.1,10000+ Employees,Machinery Manufacturing,Manufacturing,Company - Public,10000+ million ,6,10,8,135.0,0,0,0,0,0,0,data scientist,na
4.0,51 - 200 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,5 - 25 million ,4,9,6,12.0,0,0,0,0,0,0,data scientist,na
3.8,51 - 200 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,2,8,5,4.0,0,0,0,0,0,0,data scientist,na
4.2,10000+ Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,4,30,17,4.0,0,0,0,1,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,8,10,9,4.0,1,0,0,0,0,1,data scientist,na
4.0,10000+ Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,4,30,17,4.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,7,5,4.0,1,0,0,0,0,1,data scientist,na
4.0,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,3,5,4,11.0,1,0,0,0,0,0,data scientist,na
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,4,30,17,11.0,0,0,0,0,0,0,data scientist,senior
3.8,10000+ Employees,Internet & Web Services,Information Technology,Company - Public,10000+ million ,2,10,6,26.0,0,0,0,0,0,0,mle,na
4.2,51 - 200 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,2,6,4,14.0,0,0,0,0,0,0,data scientist,senior
4.0,501 - 1000 Employees,Software Development,Information Technology,Company - Private,10000+ million ,4,6,5,15.0,1,0,0,0,0,1,data scientist,na
4.0,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,6,7,6,225.0,1,0,0,0,0,0,na,na
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,58.0,0,0,0,1,0,0,data scientist,na
4.0,5001 - 10000 Employees,Enterprise Software & Network Solutions,Information Technology,Subsidiary or Business Segment,2000 - 5000 million ,24,33,28,21.0,0,0,0,0,0,0,mle,na
3.8,501 - 1000 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,8,8,8,11.0,0,0,0,0,0,0,data scientist,na
4.8,51 - 200 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,6,8,7,7.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Finance,Company - Private,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,data scientist,na
4.1,201 - 500 Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,4,30,17,7.0,0,0,0,0,1,0,manager,na
4.0,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Public,10000+ million ,5,5,5,7.0,1,1,0,0,0,0,data scientist,na
4.1,1001 - 5000 Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,4,7,5,69.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,7,5,69.0,0,0,0,0,0,0,data scientist,na
4.2,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,2,2,2,5.0,0,0,0,0,0,0,data scientist,na
2.6,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,5.0,0,0,1,0,0,0,mle,na
2.9,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,5.0,0,0,0,0,0,0,data scientist,na
3.4,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,5.0,0,0,0,0,0,0,data scientist,senior
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Finance,Company - Public,10000+ million ,7,15,11,5.0,0,0,0,0,0,0,na,na
3.9,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,30,17,5.0,0,0,0,0,0,0,data scientist,na
3.7,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,7,5,15.0,1,1,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,2,5,3,21.0,1,0,0,0,0,0,na,na
4.2,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,1,7,4,85.0,0,0,0,0,1,0,na,na
4.0,1001 - 5000 Employees,Software Development,Information Technology,Company - Private,10000+ million ,4,8,6,11.0,0,0,0,0,0,0,data scientist,na
4.8,10000+ Employees,Business consulting,Information Technology,Company - Private,10000+ million ,4,30,17,11.0,0,0,0,0,0,0,mle,na
4.3,10000+ Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,4,30,17,17.0,0,1,0,0,0,0,data scientist,na
3.8,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,4,4,4,17.0,1,0,1,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Finance,Company - Private,10000+ million ,2,10,6,17.0,0,0,0,0,0,0,na,na
4.0,1 - 50 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,4,8,6,17.0,0,0,0,0,0,0,data scientist,na
4.4,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,3,3,3,13.0,0,0,0,0,0,0,data scientist,na
4.1,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,10000+ million ,9,10,9,148.0,0,0,0,0,0,0,data scientist,na
3.4,51 - 200 Employees,Internet & Web Services,Information Technology,Company - Private,10000+ million ,2,9,5,6.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,2,10,6,6.0,1,0,0,1,0,0,mle,na
4.0,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,4,13,8,297.0,0,0,0,0,0,0,mle,na
4.7,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,30,17,297.0,0,0,0,0,0,0,na,na
4.0,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,5,15,10,28.0,0,0,0,0,1,0,na,na
3.9,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,6,7,6,109.0,0,0,0,0,0,0,analyst,na
4.0,1 - 50 Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,2,6,4,35.0,0,0,0,0,0,0,data scientist,na
4.0,1 - 50 Employees,Business consulting,Finance,Company - Private,10000+ million ,4,7,5,35.0,1,1,0,1,0,1,data scientist,na
4.1,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,3,4,3,66.0,0,0,0,0,0,0,data scientist,senior
3.7,10000+ Employees,Business consulting,Information Technology,Company - Private,10000+ million ,4,30,17,66.0,0,0,0,0,0,0,data scientist,na
4.1,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,2000 - 5000 million ,4,5,4,20.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,30,17,20.0,1,0,1,1,1,1,data scientist,na
4.4,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,4,7,5,14.0,1,1,1,0,0,1,data scientist,senior
4.1,10000+ Employees,Machinery Manufacturing,Manufacturing,Company - Public,10000+ million ,9,9,9,135.0,0,0,0,0,0,0,data scientist,na
3.7,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,3,8,5,43.0,1,0,0,1,1,1,data scientist,na
4.1,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,30,17,43.0,0,0,0,0,0,0,data scientist,na
4.1,10000+ Employees,Banking & Lending,Finance,Company - Public,10000+ million ,9,11,10,6.0,1,0,0,0,0,1,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,6.0,0,0,0,0,0,0,na,na
4.1,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,4,30,17,6.0,1,0,0,1,0,1,data scientist,na
3.8,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,6.0,0,0,0,0,0,0,na,na
4.1,1 - 50 Employees,Information Technology Support Services,Manufacturing,Company - Public,10000+ million ,4,7,5,6.0,0,0,0,0,0,0,data scientist,na
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,4,30,17,6.0,0,0,0,0,0,0,na,na
4.4,1 - 50 Employees,Business consulting,Management and consulting,Company - Private,1 - 5 million ,5,9,7,188.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Business consulting,Finance,Company - Private,10000+ million ,4,30,17,188.0,0,0,0,1,0,0,manager,na
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,3,6,4,84.0,0,0,0,0,0,0,analyst,na
4.0,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,84.0,0,0,0,0,0,0,data scientist,senior
4.1,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,3,6,4,56.0,1,0,0,1,1,1,na,na
3.7,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,2,10,6,56.0,1,0,0,0,0,0,na,na
4.2,501 - 1000 Employees,Internet & Web Services,Information Technology,Company - Private,100 - 500 million ,9,10,9,12.0,0,0,0,0,0,0,data scientist,na
4.0,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,1,1,1,26.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,2,10,6,26.0,0,0,0,0,0,0,na,na
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,4,30,17,26.0,0,0,0,0,0,0,na,na
4.5,10000+ Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,26.0,1,0,1,0,1,1,data scientist,na
4.0,51 - 200 Employees,Business consulting,Finance,Company - Private,10000+ million ,2,6,4,26.0,0,0,0,0,0,0,data scientist,na
4.4,201 - 500 Employees,Information Technology Support Services,Management and consulting,Company - Private,10000+ million ,4,30,17,26.0,1,0,0,0,0,0,data scientist,na
4.1,51 - 200 Employees,HR Consulting,Human resources and staffing,Private Practice / Firm,10000+ million ,3,9,6,26.0,0,0,0,0,0,0,na,na
4.1,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,10000+ million ,5,10,7,148.0,0,0,0,0,0,0,data scientist,na
4.0,51 - 200 Employees,Computer Hardware Development,Information Technology,Company - Private,10000+ million ,3,8,5,14.0,1,0,0,0,0,0,data scientist,na
3.4,201 - 500 Employees,Software Development,Information Technology,Company - Private,10000+ million ,5,9,7,9.0,0,0,0,0,0,0,director,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,25,30,27,9.0,1,0,0,0,0,0,mle,senior
4.7,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,4,30,17,9.0,0,0,0,0,0,0,na,senior
4.0,51 - 200 Employees,Software Development,Information Technology,Company - Private,10000+ million ,4,8,6,5.0,0,0,0,0,0,0,data scientist,na
3.9,51 - 200 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,5,8,6,5.0,0,0,0,0,0,0,data scientist,na
3.8,501 - 1000 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,8,8,8,11.0,1,1,1,0,0,1,data scientist,senior
4.7,10000+ Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,4,30,17,11.0,0,0,0,0,0,0,data scientist,senior
4.0,1 - 50 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,3,7,5,9.0,0,0,0,0,0,0,analyst,na
4.2,1001 - 5000 Employees,Business consulting,Management and consulting,Company - Private,100 - 500 million ,4,4,4,24.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Enterprise Software & Network Solutions,Finance,Company - Private,10000+ million ,4,30,17,24.0,0,0,0,0,0,0,data scientist,na
4.2,51 - 200 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,2,7,4,7.0,0,0,0,0,0,0,data scientist,senior
4.5,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,4,30,17,7.0,0,0,0,0,0,0,na,na
4.0,1 - 50 Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,2,6,4,7.0,0,0,0,0,0,0,data scientist,na
3.6,5001 - 10000 Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,2000 - 5000 million ,4,6,5,70.0,0,0,0,0,0,0,data scientist,senior
3.3,5001 - 10000 Employees,Business consulting,Management and consulting,Company - Private,25 - 50 million ,6,9,7,25.0,1,0,0,0,0,0,data scientist,na
