iter	Passed	Remaining
255	452	1316
256	454	1314
257	456	1311
258	457	1309
259	459	1307
260	460	1305
261	462	1302
262	464	1300
263	466	1300
264	468	1299
265	470	1298
266	472	1297
267	474	1295
268	475	1292
269	477	1291
270	479	1288
271	480	1286
272	482	1284
273	483	1282
274	485	1280
275	487	1277
276	488	1275
277	490	1273
278	492	1271
279	494	1271
280	497	1273
281	499	1272
282	501	1270
283	503	1268
284	505	1267
285	506	1265
286	508	1264
287	510	1262
288	512	1260
289	514	1259
290	516	1257
291	517	1255
292	519	1254
293	521	1252
294	524	1253
295	526	1253
296	528	1252
297	530	1250
298	532	1249
299	534	1247
300	536	1246
301	538	1244
302	540	1243
303	542	1241
304	544	1240
305	546	1238
306	548	1238
307	550	1236
308	552	1236
309	556	1238
310	558	1237
311	560	1235
312	562	1234
313	564	1232
314	566	1231
315	568	1229
316	569	1227
317	571	1226
318	573	1224
319	575	1223
320	577	1221
321	580	1221
322	582	1220
323	584	1220
324	586	1218
325	588	1217
326	590	1214
327	591	1212
328	593	1210
329	595	1208
330	596	1206
331	598	1204
332	600	1202
333	601	1200
334	603	1197
335	604	1195
336	606	1193
337	608	1191
338	610	1190
339	612	1188
340	613	1186
341	615	1183
342	617	1181
343	618	1179
344	620	1177
345	621	1175
346	623	1173
347	625	1171
348	626	1168
349	628	1166
350	629	1164
351	631	1162
352	633	1160
353	635	1159
354	636	1156
355	638	1154
356	640	1152
357	641	1150
358	643	1148
359	645	1148
360	647	1146
361	649	1144
362	651	1142
363	652	1140
364	654	1138
365	656	1136
366	657	1134
367	659	1132
368	660	1130
369	662	1128
370	664	1126
371	666	1124
372	667	1122
373	669	1120
374	671	1118
375	672	1116
376	674	1115
377	677	1114
378	678	1112
379	680	1110
380	682	1108
381	683	1106
382	685	1104
383	687	1102
384	688	1100
385	690	1098
386	692	1096
387	693	1094
388	695	1092
389	697	1090
390	699	1088
391	700	1086
392	702	1084
393	704	1084
394	707	1082
395	708	1081
396	710	1079
397	712	1076
398	713	1074
399	715	1072
400	716	1070
401	718	1068
402	720	1066
403	721	1064
404	723	1062
405	725	1060
406	726	1058
407	728	1057
408	730	1055
409	732	1053
410	734	1052
411	737	1051
412	738	1050
413	740	1048
414	741	1045
415	743	1043
416	745	1041
417	746	1039
418	748	1037
419	750	1035
420	752	1034
421	753	1032
422	755	1030
423	757	1028
424	758	1026
425	760	1024
426	761	1022
427	763	1020
428	766	1019
429	767	1017
430	769	1015
431	771	1013
432	772	1011
433	774	1009
434	775	1007
435	777	1005
436	779	1003
437	780	1001
438	783	1001
439	785	1000
440	788	999
441	790	998
442	792	996
443	794	995
444	797	994
445	799	992
446	800	990
447	802	988
448	804	986
449	806	985
450	807	983
451	809	981
452	811	979
453	812	977
454	814	975
455	815	973
456	817	971
457	819	969
458	820	967
459	822	965
460	825	964
461	827	963
462	828	961
463	830	959
464	832	957
465	833	955
466	835	953
467	837	951
468	839	950
469	840	948
470	842	946
471	844	944
472	845	942
473	847	940
474	849	938
475	850	936
476	852	934
477	854	933
478	856	932
479	858	930
480	860	928
481	862	926
482	863	924
483	865	922
484	867	920
485	868	919
486	870	917
487	872	915
488	874	913
489	875	911
490	877	909
491	879	907
492	881	906
493	882	904
494	885	903
495	887	901
496	888	899
497	890	897
498	892	896
499	894	894
500	895	892
501	897	890
502	899	888
503	900	886
504	902	884
505	903	882
506	905	880
507	907	878
508	908	876
509	910	874
510	911	872
511	913	870
512	915	869
513	917	867
514	919	865
515	921	863
516	922	862
517	924	860
518	926	858
519	927	856
520	929	854
521	931	852
522	932	850
523	934	848
524	936	846
525	937	844
526	939	842
527	940	841
528	943	840
529	945	838
530	947	836
531	948	834
532	950	832
533	952	831
534	954	829
535	955	827
536	957	825
537	959	823
538	960	821
539	962	819
540	964	818
541	965	816
542	967	814
543	969	812
544	971	810
545	973	809
546	974	807
547	976	805
548	978	803
549	980	801
550	981	800
551	983	798
552	985	796
553	986	794
554	988	792
555	990	790
556	991	788
557	993	786
558	994	784
559	996	783
560	998	781
561	999	779
562	1002	778
563	1004	776
564	1005	774
565	1007	772
566	1009	770
567	1011	769
568	1012	767
569	1014	765
570	1016	763
571	1017	761
572	1019	759
573	1020	757
574	1022	755
575	1023	753
576	1025	751
577	1027	749
578	1029	748
579	1031	747
580	1033	745
581	1035	743
582	1036	741
583	1038	739
584	1040	737
585	1041	736
586	1043	734
587	1045	732
588	1046	730
589	1048	728
590	1050	726
591	1051	724
592	1053	722
593	1055	721
594	1056	719
595	1058	717
596	1061	716
597	1063	714
598	1064	712
599	1066	710
600	1068	709
601	1069	707
602	1071	705
603	1072	703
604	1074	701
605	1076	699
606	1077	697
607	1079	695
608	1080	694
609	1082	692
610	1084	690
611	1085	688
612	1087	686
613	1090	685
614	1091	683
615	1093	681
616	1095	679
617	1097	678
618	1098	676
619	1100	674
620	1102	672
621	1103	670
622	1105	668
623	1107	667
624	1108	665
625	1110	663
626	1112	661
627	1113	659
628	1115	657
629	1116	656
630	1119	654
631	1121	653
632	1123	651
633	1125	649
634	1127	648
635	1129	646
636	1130	644
637	1132	642
638	1134	640
639	1135	638
640	1137	636
641	1139	635
642	1140	633
643	1142	631
644	1143	629
645	1145	627
646	1148	626
647	1150	624
648	1151	623
649	1153	621
650	1155	619
651	1156	617
652	1158	615
653	1160	613
654	1161	611
655	1163	610
656	1164	608
657	1166	606
658	1168	604
659	1169	602
660	1171	600
661	1173	598
662	1175	597
663	1177	595
664	1179	594
665	1181	592
666	1183	590
667	1186	589
668	1188	588
669	1190	586
670	1192	584
671	1193	582
672	1195	580
673	1196	578
674	1198	577
675	1200	575
676	1201	573
677	1203	571
678	1205	569
679	1207	568
680	1209	566
681	1211	564
682	1212	562
683	1215	561
684	1216	559
685	1218	557
686	1220	555
687	1221	554
688	1223	552
689	1224	550
690	1226	548
691	1228	546
692	1229	544
693	1231	542
694	1233	541
695	1236	539
696	1238	538
697	1240	536
698	1242	534
699	1243	533
700	1245	531
701	1247	529
702	1248	527
703	1250	525
704	1251	523
705	1253	522
706	1255	520
707	1256	518
708	1258	516
709	1260	514
710	1261	512
711	1263	511
712	1266	509
713	1268	508
714	1270	506
715	1272	504
716	1273	502
717	1275	500
718	1276	499
719	1278	497
720	1280	495
721	1281	493
722	1283	491
723	1285	489
724	1286	488
725	1288	486
726	1289	484
727	1291	482
728	1292	480
729	1295	479
730	1297	477
731	1299	475
732	1301	473
733	1302	472
734	1304	470
735	1306	468
736	1307	466
737	1309	464
738	1311	463
739	1312	461
740	1314	459
741	1316	457
742	1317	455
743	1319	454
744	1321	452
745	1323	450
746	1325	449
747	1327	447
748	1329	445
749	1330	443
750	1332	441
751	1334	439
752	1335	438
753	1337	436
754	1338	434
755	1340	432
756	1342	430
757	1343	429
758	1345	427
759	1347	425
760	1348	423
761	1350	421
762	1352	420
763	1354	418
764	1356	416
765	1358	414
766	1359	413
767	1361	411
768	1363	409
769	1364	407
770	1366	405
771	1368	404
772	1369	402
773	1371	400
774	1372	398
775	1374	396
776	1376	394
777	1377	393
778	1379	391
779	1381	389
780	1384	388
781	1386	386
782	1387	384
783	1389	382
784	1391	380
785	1392	379
786	1394	377
787	1396	375
788	1397	373
789	1399	371
790	1400	370
791	1402	368
792	1404	366
793	1405	364
794	1407	363
795	1409	361
796	1411	359
797	1413	357
798	1415	356
799	1416	354
800	1418	352
801	1420	350
802	1422	348
803	1423	347
804	1425	345
805	1427	343
806	1428	341
807	1430	339
808	1431	338
809	1433	336
810	1435	334
811	1437	332
812	1439	331
813	1440	329
814	1442	327
815	1443	325
816	1445	323
817	1447	321
818	1448	320
819	1450	318
820	1452	316
821	1453	314
822	1455	313
823	1457	311
824	1458	309
825	1460	307
826	1462	305
827	1463	304
828	1465	302
829	1467	300
830	1468	298
831	1470	296
832	1472	295
833	1475	293
834	1477	291
835	1478	290
836	1480	288
837	1481	286
838	1483	284
839	1485	282
840	1486	281
841	1488	279
842	1489	277
843	1491	275
844	1493	273
845	1495	272
846	1496	270
847	1498	268
848	1500	266
849	1501	265
850	1504	263
851	1506	261
852	1507	259
853	1509	258
854	1511	256
855	1512	254
856	1514	252
857	1515	250
858	1517	249
859	1519	247
860	1520	245
861	1522	243
862	1523	241
863	1525	240
864	1527	238
865	1529	236
866	1531	234
867	1533	233
868	1535	231
869	1536	229
870	1538	227
871	1539	226
872	1541	224
873	1543	222
874	1544	220
875	1546	218
876	1548	217
877	1550	215
878	1551	213
879	1553	211
880	1555	210
881	1556	208
882	1558	206
883	1561	204
884	1562	203
885	1564	201
886	1566	199
887	1567	197
888	1569	195
889	1571	194
890	1572	192
891	1574	190
892	1576	188
893	1577	187
894	1580	185
895	1583	183
896	1585	182
897	1587	180
898	1589	178
899	1591	176
900	1593	175
901	1595	173
902	1596	171
903	1598	169
904	1599	167
905	1601	166
906	1602	164
907	1604	162
908	1606	160
909	1607	159
910	1609	157
911	1611	155
912	1613	153
913	1614	151
914	1616	150
915	1619	148
916	1621	146
917	1622	144
918	1624	143
919	1625	141
920	1627	139
921	1629	137
922	1630	136
923	1632	134
924	1634	132
925	1635	130
926	1637	128
927	1638	127
928	1640	125
929	1642	123
930	1644	121
931	1645	120
932	1648	118
933	1650	116
934	1652	114
935	1653	113
936	1655	111
937	1656	109
938	1658	107
939	1660	105
940	1661	104
941	1663	102
942	1665	100
943	1667	98
944	1668	97
945	1670	95
946	1672	93
947	1673	91
948	1675	90
949	1678	88
950	1679	86
951	1681	84
952	1683	83
953	1684	81
954	1686	79
955	1688	77
956	1689	75
957	1691	74
958	1693	72
959	1694	70
960	1696	68
961	1698	67
962	1700	65
963	1701	63
964	1703	61
965	1704	60
966	1707	58
967	1709	56
968	1711	54
969	1713	52
970	1714	51
971	1716	49
972	1718	47
973	1719	45
974	1721	44
975	1723	42
976	1724	40
977	1726	38
978	1728	37
979	1730	35
980	1731	33
981	1733	31
982	1735	30
983	1737	28
984	1739	26
985	1740	24
986	1742	22
987	1744	21
988	1745	19
989	1747	17
990	1749	15
991	1751	14
992	1753	12
993	1754	10
994	1756	8
995	1758	7
996	1759	5
997	1761	3
998	1763	1
999	1766	0
